,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción
9350,"['accept', 'protector', 'sinc', 'permit', 'self-govern', 'tradit', 'lifestyl', ""mi'kmaq"", 'abenaki', 'accept', 'catholic', 'confirm', 'brotherhood', 'french', 'struggl', 'british', 'alongsid', ""mi'kmaq"", 'abenaki', ""france'""]",3,212.0,432.0,649.0,767.0,249.0,4
9352,"['pattern', 'warfar', 'emerg', 'clash', 'european', 'coloni', 'power', 'american', 'indian', 'character', 'four', 'major', 'french', 'indian', 'war', 'complex', 'network', 'relat', 'fundament', 'indian']",3,749.0,895.0,1405.0,1896.0,557.0,4
9355,"['septemb', '1792', 'first', 'french', 'republ', 'led', 'execut', 'loui', 'xvi', 'januari', '1793', 'extend', 'period', 'polit', 'turmoil', 'culmin', 'appoint', 'napoleon', 'first', 'consul']",4,967.0,1171.0,1599.0,1794.0,824.0,3
9366,"['late', '17th', 'centuri', 'polit', 'cultur', 'debat', 'becam', 'part', 'wider', 'european', 'societi', 'rather', 'confin', 'small', 'elit', 'took', 'differ', 'form', 'english', 'coffeehous']",4,1172.0,1662.0,1269.0,861.0,1262.0,2
9367,"['cultur', 'extend', 'area', 'colonis', 'european', 'particularli', 'british', 'north', 'america', 'contact', 'divers', 'group', 'edinburgh', 'geneva', 'boston', 'amsterdam', 'pari', 'london', 'vienna', 'much']",4,566.0,650.0,865.0,797.0,1045.0,3
9368,"['greater', 'often', 'appreci', '9', 'cohes', 'group', 'foster', 'share', 'experi', 'common', 'studi', 'foreign', 'univers', 'particip', 'european', 'cultur', 'expedit', 'known', 'grand', 'tour']",4,686.0,697.0,823.0,558.0,1043.0,3
9369,"['transnat', 'elit', 'share', 'idea', 'style', 'new', 'chang', 'extent', 'number', 'involv', '10', 'loui', 'xiv', 'court', 'versail', 'centr', 'cultur', 'fashion', 'polit', 'power']",4,909.0,956.0,1244.0,1025.0,852.0,3
9370,"['improv', 'educ', 'literaci', 'cours', '18th', 'centuri', 'meant', 'larger', 'audienc', 'newspap', 'journal', 'mason', 'lodg', 'coffe', 'hous', 'read', 'club', 'provid', 'area', 'peopl']",4,595.0,834.0,550.0,417.0,553.0,2
9371,"['could', 'debat', 'discuss', 'idea', 'emerg', 'so-cal', 'public', 'sphere', 'led', 'pari', 'replac', 'versail', 'cultur', 'intellectu', 'centr', 'leav', 'court', 'isol', 'less', 'abl']",4,642.0,736.0,786.0,689.0,768.0,3
9373,"['one', 'third', 'either', 'unemploy', 'regular', 'work', '12', 'ineffici', 'agricultur', 'method', 'meant', 'domest', 'farmer', 'could', 'support', 'number', 'primit', 'transport', 'network', 'made']",4,859.0,793.0,926.0,766.0,965.0,3
9380,"['although', 'loui', 'indiffer', 'crisi', 'face', 'opposit', 'tend', 'back', '20', 'court', 'becam', 'target', 'popular', 'anger', 'especi', 'queen', 'marie-antoinett', 'view', 'spendthrift', 'austrian']",4,518.0,611.0,992.0,728.0,416.0,3
9383,"['expenditur', 'tax', 'franc', 'crown', 'control', 'spend', 'revenu', '22', 'estates-gener', 'could', 'approv', 'nation', 'tax', 'bodi', 'call', 'sinc', '1614', 'revenu', 'collect', 'function']",4,523.0,726.0,914.0,958.0,461.0,3
9384,"['origin', 'set', 'law', 'court', 'mid', '18th', 'centuri', 'parlement', 'wide', 'control', 'tax', 'legal', 'affair', 'power', 'parlement', 'de', 'pari', 'although', 'will', 'authoris']",4,900.0,1278.0,1215.0,943.0,494.0,2
9387,"['govern', 'borrow', 'cost', '12', 'per', 'year', '6', '24', 'oppos', 'intervent', 'america', 'argu', 'franc', 'could', 'afford', 'dismiss', 'may', '1776', 'successor', 'swiss']",4,615.0,677.0,1090.0,1099.0,1234.0,3
9389,"['payment', 'option', 'either', 'default', 'get', 'parlement', 'approv', 'tax', 'increas', 'parlement', 'refus', 'calonn', 'persuad', 'loui', 'summon', 'assembl', 'notabl', 'advisori', 'council', 'domin']",4,206.0,359.0,591.0,464.0,242.0,3
9390,"['upper', 'nobil', 'led', 'de', 'brienn', 'former', 'archbishop', 'toulous', 'assembl', 'argu', 'tax', 'increas', 'could', 'authoris', 'estates-gener', '27', 'may', '1787', 'brienn', 'replac']",4,503.0,644.0,836.0,827.0,792.0,3
9391,"['estates-gener', 'split', 'three', 'bodi', 'clergi', 'first', 'estat', 'nobil', 'second', 'estat', 'common', 'third', 'estat', 'three', 'sat', 'separ', 'enabl', 'first', 'second', 'estat']",4,862.0,823.0,1026.0,825.0,717.0,3
9395,"['uniform', 'bodi', 'divid', 'nobless', ""d'épée"", 'tradit', 'aristocraci', 'nobless', 'de', 'robe', 'latter', 'deriv', 'rank', 'judici', 'administr', 'post', 'tend', 'hard-work', 'profession', 'domin']",4,303.0,411.0,537.0,357.0,304.0,3
9396,"['610', 'deputi', 'sat', 'third', 'estat', 'theori', 'repres', '95', 'popul', 'although', 'vote', 'right', 'restrict', 'french-born', 'naturalis', 'male', 'taxpay', 'age', '25', 'resid']",4,457.0,541.0,466.0,511.0,858.0,5
9397,"['assist', 'deleg', 'region', 'complet', 'list', 'grievanc', 'known', 'cahier', 'de', 'doléanc', '33', 'although', 'contain', 'idea', 'would', 'seem', 'radic', 'month', 'support', 'monarchi']",4,678.0,815.0,1034.0,933.0,774.0,3
9401,"['estat', 'assembl', 'separ', 'room', 'whose', 'furnish', 'open', 'ceremoni', 'deliber', 'emphasis', 'superior', 'first', 'second', 'estat', 'also', 'insist', 'enforc', 'rule', 'own', 'land']",4,920.0,988.0,959.0,751.0,705.0,3
9402,"['sinc', 'system', 'ensur', 'clergi', 'nobil', 'could', 'alway', 'outvot', 'common', 'key', 'object', 'ensur', 'three', 'sat', 'one', 'bodi', 'led', 'sieyè', 'third', 'estat']",4,791.0,805.0,820.0,759.0,665.0,1
9406,"['attempt', 'prevent', 'assembl', 'conven', 'loui', 'xvi', 'order', 'sall', 'de', 'état', 'close', 'claim', 'need', 'prepar', 'royal', 'speech', '20', 'june', 'deputi', 'met']",4,371.0,558.0,1093.0,785.0,314.0,3
9407,"['tenni', 'court', 'outsid', 'versail', 'took', 'tenni', 'court', 'oath', 'undertak', 'dispers', 'given', 'franc', 'constitut', '27', 'june', 'join', 'major', 'clergi', 'plu', 'forty-seven']",4,310.0,533.0,784.0,771.0,296.0,3
9408,"['even', 'limit', 'reform', 'went', 'far', 'reactionari', 'like', 'mari', 'antoinett', 'loui', 'younger', 'brother', 'comt', ""d'artoi"", 'advic', 'loui', 'dismiss', 'necker', 'chief', 'minist']",4,374.0,483.0,1044.0,471.0,363.0,3
9410,"['14th', 'mani', 'regular', 'clarif', 'need', 'join', 'mob', 'attack', 'bastil', 'royal', 'fortress', 'larg', 'store', 'arm', 'ammunit', 'sever', 'hour', 'fight', 'cost', 'live']",4,580.0,679.0,798.0,776.0,616.0,3
9411,"['83', 'attack', 'governor', 'marqui', 'de', 'launay', 'surrend', 'taken', 'hôtel', 'de', 'vill', 'execut', 'head', 'place', 'pike', 'parad', 'around', 'citi', 'fortress', 'torn']",4,558.0,584.0,941.0,682.0,463.0,3
9412,"['remark', 'short', 'time', 'although', 'rumour', 'hold', 'mani', 'prison', 'bastil', 'held', 'seven', 'four', 'forger', 'two', 'noblemen', 'held', 'immor', 'behaviour', 'murder', 'suspect']",4,723.0,833.0,728.0,724.0,633.0,2
9413,"['alarm', 'violenc', 'loui', 'back', 'appoint', 'marqui', 'de', 'lafayett', 'command', 'nation', 'guard', 'new', 'government', 'structur', 'creat', 'pari', 'known', 'commun', 'head', 'jean-sylvain']",4,659.0,702.0,1191.0,1067.0,551.0,3
9423,"['edit', 'mirabeau', 'publish', '26', 'august', 'statement', 'principl', '51', 'consid', 'one', 'import', 'polit', 'document', 'histori', 'citat', 'need', 'contain', 'provis', 'consid', 'radic']",4,716.0,766.0,736.0,718.0,551.0,1
9428,"['discuss', 'continu', 'mounier', 'support', 'conserv', 'like', 'gérard', 'de', 'lally-tollend', 'want', 'bicamer', 'system', 'upper', 'hous', 'appoint', 'king', 'would', 'right', 'veto', '10']",4,842.0,1094.0,1280.0,932.0,751.0,3
9429,"['septemb', 'major', 'led', 'sieyè', 'talleyrand', 'reject', 'favour', 'singl', 'assembl', 'loui', 'retain', 'suspens', 'veto', 'meant', 'could', 'delay', 'implement', 'law', 'block', 'basi']",4,418.0,564.0,815.0,793.0,399.0,3
9433,"['regiment', 'arriv', 'versail', 'take', 'royal', 'bodyguard', 'line', 'normal', 'practic', 'welcom', 'ceremoni', 'banquet', 'popular', 'anger', 'fuell', 'press', 'descript', 'glutton', 'orgi', 'claim']",4,323.0,356.0,535.0,405.0,217.0,3
9436,"['nation', 'guard', 'arriv', 'later', 'even', 'lafayett', 'persuad', 'loui', 'safeti', 'famili', 'requir', 'reloc', 'pari', 'next', 'morn', 'protestor', 'broke', 'royal', 'apart', 'search']",4,400.0,620.0,852.0,709.0,339.0,3
9437,"['mari', 'antoinett', 'escap', 'ransack', 'palac', 'kill', 'sever', 'guard', 'although', 'situat', 'remain', 'tens', 'order', 'eventu', 'restor', 'royal', 'famili', 'assembl', 'left', 'pari']",4,642.0,770.0,837.0,811.0,496.0,3
9438,"['escort', 'nation', 'guard', '60', 'announc', 'accept', 'august', 'decre', 'declar', 'loui', 'commit', 'constitut', 'monarchi', 'offici', 'titl', 'chang', 'king', 'franc', 'king', 'french']",4,681.0,1375.0,1737.0,1381.0,304.0,3
9439,"['historian', 'john', 'mcmanner', 'argu', 'eighteenth-centuri', 'franc', 'throne', 'altar', 'commonli', 'spoken', 'close', 'allianc', 'simultan', 'collaps', '...', 'would', 'one', 'day', 'provid', 'final']",4,693.0,963.0,1158.0,969.0,595.0,3
9440,"['proof', 'interdepend', 'one', 'suggest', 'centuri', 'persecut', 'french', 'protest', 'activ', 'support', 'anti-cathol', 'regim', 'resent', 'fuell', 'enlighten', 'thinker', 'voltair', '62', 'philosoph', 'jean-jacqu']",4,640.0,1063.0,953.0,835.0,556.0,2
9442,"['also', 'meant', 'cathol', '64', 'church', 'largest', 'individu', 'landown', 'franc', 'control', 'nearli', '10', 'estat', 'levi', 'tith', 'effect', '10', 'tax', 'incom', 'collect']",4,590.0,900.0,1024.0,955.0,680.0,3
9446,"['pope', 'piu', 'vi', 'mani', 'french', 'cathol', 'object', 'sinc', 'deni', 'author', 'pope', 'french', 'church', 'octob', 'thirti', 'bishop', 'wrote', 'declar', 'denounc', 'law']",4,405.0,1197.0,1344.0,1349.0,299.0,3
9449,"['period', 'octob', '1789', 'spring', '1791', 'usual', 'seen', 'one', 'rel', 'tranquil', 'import', 'legisl', 'reform', 'enact', 'certainli', 'true', 'mani', 'provinci', 'area', 'experienc']",4,814.0,855.0,795.0,688.0,883.0,1
9454,"['14', 'juli', '1790', 'celebr', 'held', 'throughout', 'franc', 'commemor', 'fall', 'bastil', 'particip', 'swear', 'oath', 'fidel', 'nation', 'law', 'king', 'fête', 'de', 'la']",4,504.0,942.0,1158.0,971.0,284.0,3
9459,"['popular', 'radic', 'includ', 'exclus', 'poorer', 'citizen', 'nation', 'guard', 'limit', 'use', 'petit', 'poster', 'june', '1791', 'le', 'chapeli', 'law', 'suppress', 'trade', 'guild']",4,752.0,665.0,733.0,814.0,825.0,1
9462,"['held', 'tuileri', 'palac', 'virtual', 'hous', 'arrest', 'loui', 'xvi', 'urg', 'brother', 'wife', 're-assert', 'independ', 'take', 'refug', 'bouillé', 'base', 'montmédi', '10,000', 'soldier']",4,451.0,530.0,855.0,822.0,1004.0,3
9463,"['consid', 'loyal', 'crown', '76', 'royal', 'famili', 'left', 'palac', 'disguis', 'night', '20', 'june', '1791', 'late', 'next', 'day', 'loui', 'recognis', 'pass', 'varenn']",4,396.0,599.0,941.0,640.0,373.0,3
9464,"['arrest', 'taken', 'back', 'pari', 'attempt', 'escap', 'profound', 'impact', 'public', 'opinion', 'sinc', 'clear', 'loui', 'seek', 'refug', 'austria', 'assembl', 'demand', 'oath', 'loyalti']",4,321.0,444.0,726.0,718.0,251.0,3
9469,"['emperor', 'leopold', 'ii', 'frederick', 'william', 'ii', 'prussia', 'issu', 'declar', 'pillnitz', 'declar', 'support', 'loui', 'hint', 'invas', 'franc', 'behalf', 'realiti', 'leopold', 'frederick']",4,574.0,1202.0,1374.0,964.0,170.0,3
9473,"['submit', 'loui', 'xvi', 'pledg', 'defend', 'enemi', 'home', 'abroad', '30', 'septemb', 'constitu', 'assembl', 'dissolv', 'legisl', 'assembl', 'conven', 'next', 'day', '[8', '1']",4,361.0,413.0,708.0,684.0,479.0,3
9474,"['legisl', 'assembl', 'often', 'dismiss', 'ineffect', 'bodi', 'fatal', 'compromis', 'divis', 'role', 'monarchi', '1791', 'constitut', 'exacerb', 'loui', 'refus', 'accept', 'limit', 'power', 'attempt']",4,503.0,558.0,790.0,807.0,284.0,3
9479,"['despit', 'minor', 'brissotin', 'control', 'key', 'committe', 'allow', 'focu', 'two', 'issu', 'intend', 'portray', 'loui', 'hostil', 'revolut', 'make', 'use', 'veto', 'first', 'concern']",4,910.0,923.0,1269.0,1140.0,975.0,3
9483,"['repres', 'mari', 'antoinett', 'also', 'genuin', 'belief', 'export', 'valu', 'polit', 'liberti', 'popular', 'sovereignti', '[8', '7', 'iron', 'mari', 'antoinett', 'head', 'faction', 'within']",4,770.0,668.0,793.0,719.0,710.0,1
9484,"['court', 'also', 'favour', 'war', 'see', 'way', 'win', 'control', 'militari', 'restor', 'royal', 'author', 'decemb', '1791', 'loui', 'made', 'speech', 'assembl', 'give', 'foreign']",4,1133.0,1206.0,1633.0,1740.0,604.0,3
9496,"['new', 'calendar', '1792', 'becam', 'year', 'one', 'new', 'republ', '96', 'next', 'month', 'taken', 'trial', 'citoyen', 'loui', 'capet', 'formerli', 'loui', 'xvi', 'member']",4,926.0,1002.0,1638.0,1163.0,1054.0,3
9497,"['convent', 'evenli', 'divid', 'question', 'guilt', 'increasingli', 'influenc', 'radic', 'concentr', 'jacobin', 'club', 'pari', 'commun', 'brunswick', 'manifesto', 'made', 'easi', 'portray', 'loui', 'threat']",4,298.0,457.0,648.0,602.0,318.0,3
9498,"['17', 'januari', '1793', 'assembl', 'condemn', 'loui', 'death', 'conspiraci', 'public', 'liberti', 'gener', 'safeti', 'margin', '361', '288', 'anoth', '72', 'member', 'vote', 'execut']",4,403.0,438.0,687.0,656.0,307.0,3
9499,"['subject', 'varieti', 'delay', 'condit', 'sentenc', 'carri', '21', 'januari', 'place', 'de', 'la', 'révolut', 'place', 'de', 'la', 'concord', '98', 'horrifi', 'conserv', 'across']",4,398.0,473.0,908.0,634.0,484.0,3
9516,"['known', 'terror', 'accord', 'archiv', 'record', 'septemb', '1793', 'juli', '1794', '16,600', 'peopl', 'execut', 'charg', 'counter-revolutionari', 'activ', 'anoth', '40,000', 'may', 'summarili', 'execut']",4,865.0,776.0,964.0,1224.0,2219.0,5
9523,"['major', 'threat', 'although', 'insurg', 'continu', '1796', 'extent', 'brutal', 'repress', 'follow', 'debat', 'french', 'historian', 'sinc', 'mid', '19th', 'centuri', '110', 'novemb', '1793']",4,737.0,1271.0,1105.0,1170.0,550.0,2
9524,"['februari', '1794', '4,000', 'drown', 'loir', 'nant', 'supervis', 'jean-baptist', 'carrier', 'historian', 'reynald', 'secher', 'claim', 'mani', '117,000', 'die', '1793', '1796', 'although', 'number']",4,674.0,785.0,903.0,1095.0,1699.0,5
9525,"['height', 'terror', 'slightest', 'hint', 'counter-revolutionari', 'thought', 'could', 'place', 'one', 'suspicion', 'even', 'support', 'immun', 'pressur', 'event', 'split', 'appear', 'within', 'montagnard', 'faction']",4,692.0,745.0,691.0,686.0,772.0,1
9529,"['five', 'twenty-six', 'day', '117', 'mani', 'jacobin', 'ridicul', 'festiv', 'cult', 'suprem', '8', 'june', 'lavish', 'expens', 'ceremoni', 'led', 'robespierr', 'also', 'accus', 'circul']",4,694.0,671.0,752.0,787.0,580.0,1
9532,"['death', 'sentenc', 'confirm', 'refus', 'give', 'name', 'session', 'broke', 'confus', 'even', 'made', 'speech', 'jacobin', 'club', 'greet', 'huge', 'applaus', 'demand', 'execut', 'traitor']",4,533.0,552.0,622.0,557.0,367.0,3
9538,"['bloodsh', 'end', 'death', 'robespierr', 'southern', 'franc', 'saw', 'wave', 'reveng', 'kill', 'direct', 'alleg', 'jacobin', 'republican', 'offici', 'protest', 'although', 'victor', 'thermidor', 'assert']",4,491.0,743.0,903.0,861.0,411.0,3
9546,"['council', 'ancient', 'upper', 'hous', 'contain', '250', 'men', 'age', '40', 'execut', 'power', 'hand', 'five', 'director', 'select', 'council', 'ancient', 'list', 'provid', 'lower']",4,1040.0,755.0,731.0,665.0,968.0,1
9547,"['deputi', 'chosen', 'indirect', 'elect', 'total', 'franchis', 'around', '5', 'million', 'vote', 'primari', '30,000', 'elector', '0.5', 'popul', 'sinc', 'also', 'subject', 'stringent', 'properti']",4,748.0,755.0,815.0,957.0,1703.0,5
9557,"['prior', '1797', 'three', 'five', 'director', 'firmli', 'republican', 'barra', 'révellière-lépeaux', 'jean-françoi', 'rewbel', 'around', '40', 'legislatur', 'percentag', 'broadli', 'centrist', 'unaffili', 'along', 'two']",4,390.0,345.0,370.0,446.0,435.0,1
9564,"['suggest', 'directori', 'collaps', 'econom', 'militari', 'reason', '1799', 'mani', 'prefer', 'uncertainti', 'authoritarian', 'rule', 'continu', 'ambigu', 'parliamentari', 'polit', '144', 'architect', 'end', 'sieyè']",4,808.0,939.0,741.0,1018.0,612.0,2
9581,"['achiev', 'victori', 'statu', 'confer', 'becam', 'object', 'lead', 'soldier', 'like', 'hoch', 'pichegru', 'carnot', 'wield', 'signific', 'polit', 'influenc', 'often', 'set', 'polici', 'campo']",4,806.0,775.0,794.0,891.0,478.0,1
9590,"['fr', 'next', 'decad', '2,000', 'newspap', 'found', '500', 'pari', 'alon', 'last', 'matter', 'week', 'becam', 'main', 'commun', 'medium', 'combin', 'larg', 'pamphlet', 'literatur']",4,705.0,794.0,844.0,887.0,1463.0,5
9593,"['borrow', 'histor', 'cultur', 'redefin', 'old', 'regim', 'either', 'destroy', 'reattribut', 'accept', 'characterist', 'revis', 'symbol', 'use', 'instil', 'public', 'new', 'sens', 'tradit', 'rever']",4,888.0,814.0,747.0,708.0,1184.0,1
9595,"['origin', 'titl', 'chant', 'de', 'guerr', 'pour', ""l'armé"", 'du', 'rhin', 'french', 'nation', 'convent', 'adopt', 'first', ""republic'"", 'anthem', '1795', 'acquir', 'nicknam', 'sung']",4,407.0,680.0,943.0,941.0,426.0,3
9596,"['song', 'first', 'exampl', 'european', 'march', 'anthem', 'style', 'evoc', 'melodi', 'lyric', 'led', 'widespread', 'use', 'song', 'revolut', 'incorpor', 'mani', 'piec', 'classic', 'popular']",4,993.0,1021.0,1148.0,1093.0,1086.0,3
9598,"['oper', 'becam', 'popular', 'entertain', 'attract', 'great', 'crowd', 'spectat', 'vendor', 'sold', 'programm', 'list', 'name', 'schedul', 'die', 'mani', 'peopl', 'came', 'day', 'day']",4,911.0,937.0,938.0,806.0,585.0,1
9599,"['vie', 'best', 'locat', 'observ', 'proceed', 'knit', 'women', 'tricoteus', 'form', 'cadr', 'hardcor', 'regular', 'incit', 'crowd', 'parent', 'often', 'brought', 'children', 'end', 'terror']",4,468.0,436.0,383.0,519.0,443.0,1
9602,"['liberti', 'cap', 'also', 'known', 'phrygian', 'cap', 'pileu', 'brimless', 'felt', 'cap', 'conic', 'shape', 'tip', 'pull', 'forward', 'reflect', 'roman', 'republican', 'liberti', 'allud']",4,1138.0,641.0,518.0,381.0,511.0,1
9607,"['citizenship', 'activist', 'includ', 'girondist', 'like', 'olymp', 'de', 'goug', 'author', 'declar', 'right', 'woman', 'femal', 'citizen', 'charlott', 'corday', 'killer', 'marat', 'other', 'like']",4,548.0,550.0,700.0,598.0,630.0,3
9609,"['20', 'june', '1792', 'number', 'arm', 'women', 'took', 'part', 'process', 'pass', 'hall', 'legisl', 'assembl', 'tuileri', 'garden', ""king'"", 'resid', '174', 'women', 'also']",4,916.0,1061.0,975.0,859.0,711.0,2
9613,"['also', 'demand', 'vigor', 'price', 'control', 'keep', 'bread', '–', 'major', 'food', 'poor', 'peopl', '–', 'becom', 'expens', 'convent', 'pass', 'law', 'septemb', '1793']",4,1125.0,1132.0,1210.0,1158.0,1298.0,3
9617,"['olymp', 'de', 'goug', 'wrote', 'number', 'play', 'short', 'stori', 'novel', 'public', 'emphasis', 'women', 'men', 'differ', 'prevent', 'equal', 'law', 'declar', 'right', 'woman']",4,497.0,596.0,770.0,739.0,414.0,3
9625,"['began', 'circul', 'anti-oath', 'pamphlet', 'refus', 'attend', 'mass', 'held', 'priest', 'sworn', 'oath', 'loyalti', 'republ', 'women', 'continu', 'adher', 'tradit', 'practic', 'christian', 'burial']",4,580.0,776.0,499.0,634.0,383.0,2
9627,"['hurt', 'tenant', 'paid', 'higher', 'rent', 'higher', 'tax', '186', 'nationalis', 'church', 'land', 'well', 'land', 'royalist', 'went', 'exil', 'plan', 'use', 'seiz', 'land']",4,773.0,1131.0,856.0,761.0,768.0,2
9629,"['individu', 'would', 'collect', 'tax', 'hefti', 'fee', 'govern', 'seiz', 'foundat', 'set', 'start', '13th', 'centuri', 'provid', 'annual', 'stream', 'revenu', 'hospit', 'poor', 'relief']",4,670.0,961.0,755.0,780.0,457.0,2
9638,"['chang', 'franc', 'enorm', 'wide', 'accept', 'other', 'bitterli', 'contest', 'late', '20th', 'centuri', '197', 'revolut', 'peopl', 'littl', 'power', 'voic', 'king', 'thoroughli', 'centralis']",4,1002.0,1579.0,1307.0,1043.0,713.0,2
9639,"['system', 'nobl', 'spent', 'time', 'versail', 'thu', 'play', 'small', 'direct', 'role', 'home', 'district', 'thompson', 'say', 'king', 'rule', 'virtu', 'person', 'wealth', 'patronag']",4,794.0,1076.0,992.0,567.0,553.0,2
9640,"['first', 'year', 'revolut', 'power', 'king', 'strip', 'away', 'left', 'mere', 'figurehead', 'nobil', 'lost', 'titl', 'land', 'church', 'lost', 'monasteri', 'farmland', 'bishop', 'judg']",4,1037.0,1533.0,1425.0,1070.0,885.0,2
9642,"['social', 'point', 'view', 'revolut', 'consist', 'suppress', 'call', 'feudal', 'system', 'emancip', 'individu', 'greater', 'divis', 'land', 'properti', 'abolit', 'privileg', 'nobl', 'birth', 'establish']",4,536.0,829.0,656.0,812.0,598.0,2
9644,"['control', 'enemi', 'strong', 'effort', 'underway', 'remov', 'influenc', 'christian', 'religios', 'sunday', 'holi', 'day', 'saint', 'prayer', 'ritual', 'ceremoni', 'movement', 'de-christianis', 'franc', 'fail']",4,433.0,899.0,798.0,781.0,275.0,2
9645,"['terror', 'extrem', 'effort', 'dechristianis', 'took', 'place', 'includ', 'imprison', 'massacr', 'priest', 'destruct', 'church', 'religi', 'imag', 'throughout', 'franc', 'effort', 'made', 'replac', 'cathol']",4,614.0,1026.0,1121.0,978.0,608.0,3
9648,"['church', 'end', 'de-christianis', 'period', 'establish', 'rule', 'relationship', 'cathol', 'church', 'french', 'state', 'last', 'abrog', 'third', 'republ', 'via', 'separ', 'church', 'state', '11']",4,789.0,1595.0,1365.0,1740.0,738.0,2
9651,"['part', 'depart', 'govern', 'control', 'pari', 'rome', 'protest', 'jew', 'gain', 'equal', 'right', '206', 'battl', 'role', 'religion', 'public', 'sphere', 'close', 'relat', 'issu']",4,925.0,793.0,833.0,1084.0,373.0,1
9652,"['church-control', 'school', 'open', 'revolut', 'never', 'seen', 'closur', 'rage', '20th', 'centuri', '21st', 'centuri', 'angri', 'debat', 'explod', 'presenc', 'muslim', 'religi', 'symbol', 'school']",4,675.0,1412.0,722.0,544.0,440.0,2
9654,"['revolutionari', 'govern', 'seiz', 'charit', 'foundat', 'set', 'start', '13th', 'centuri', 'provid', 'annual', 'stream', 'revenu', 'hospit', 'poor', 'relief', 'educ', 'state', 'sold', 'land']",4,668.0,1156.0,791.0,986.0,368.0,2
9658,"['two', 'third', 'franc', 'employ', 'agricultur', 'transform', 'revolut', 'breakup', 'larg', 'estat', 'control', 'church', 'nobil', 'work', 'hire', 'hand', 'rural', 'franc', 'becam', 'land']",4,822.0,1317.0,1469.0,1373.0,785.0,3
9660,"['citi', 'entrepreneurship', 'small', 'scale', 'flourish', 'restrict', 'monopoli', 'privileg', 'barrier', 'rule', 'tax', 'guild', 'gave', 'way', 'howev', 'british', 'blockad', 'virtual', 'end', 'oversea']",4,721.0,731.0,760.0,860.0,550.0,1
9663,"['capita', '19th', 'centuri', 'due', 'fragment', 'agricultur', 'hold', 'becam', 'posit', 'second', 'half', '20th', 'centuri', 'onward', 'facilit', 'rise', 'human', 'capit', 'invest', '214']",4,973.0,1405.0,909.0,565.0,1209.0,2
9667,"['franc', '1940', '–', '44', 'tri', 'littl', 'success', 'undo', 'heritag', 'kept', 'republ', 'vichi', 'deni', 'principl', 'equal', 'tri', 'replac', 'revolutionari', 'watchword', 'liberti']",4,468.0,654.0,872.0,850.0,481.0,3
9668,"['equal', 'fratern', 'work', 'famili', 'fatherland', 'howev', 'effort', 'bourbon', 'vichi', 'anyon', 'els', 'restor', 'privileg', 'strip', 'away', 'nobil', '1789', 'franc', 'perman', 'becam']",4,534.0,717.0,880.0,791.0,449.0,3
9671,"['power', 'absolut', 'monarch', 'depos', 'napoleon', 'recalcitr', 'one', 'ferdinand', 'vii', 'spain', 'went', 'troubl', 'complet', 'revers', 'legal', 'innov', 'brought', 'french', '221', 'also']",4,842.0,1061.0,1326.0,1450.0,589.0,3
9676,"['5th', 'duke', 'leed', 'thu', 'lord', 'greatest', 'revolut', 'know', 'anyth', 'effect', 'compar', 'speak', '–', 'magnitud', 'event', 'consid', '–', 'loss', 'live', 'moment']",4,653.0,849.0,960.0,770.0,952.0,3
9677,"['may', 'consid', 'franc', 'free', 'countri', 'king', 'limit', 'monarch', 'nobil', 'reduc', 'level', 'rest', 'nation', '224', 'yet', 'britain', 'major', 'especi', 'among', 'aristocraci']",4,769.0,1142.0,1189.0,1115.0,734.0,3
9681,"['convers', 'two', 'semin', 'polit', 'piec', 'polit', 'histori', 'written', ""price'"", 'favor', 'support', 'gener', 'right', 'french', 'peopl', 'replac', 'state', 'one', 'first', 'pamphlet']",4,1375.0,1622.0,1516.0,1855.0,913.0,2
9682,"['print', 'vindic', 'right', 'men', 'mari', 'wollstonecraft', 'better', 'known', 'later', 'treatis', 'sometim', 'describ', 'first', 'feminist', 'text', 'vindic', 'right', 'woman', ');', ""wollstonecraft'""]",4,759.0,756.0,901.0,619.0,605.0,3
9683,"['titl', 'echo', 'thoma', ""paine'"", 'right', 'man', 'publish', 'month', 'later', '1792', 'christoph', 'wyvil', 'publish', 'defenc', 'dr', 'price', 'reform', 'england', 'plea', 'reform']",4,307.0,620.0,738.0,508.0,249.0,3
9684,"['exchang', 'idea', 'describ', 'one', 'great', 'polit', 'debat', 'british', 'histori', '229', 'even', 'franc', 'vari', 'degre', 'agreement', 'debat', 'english', 'particip', 'gener', 'oppos']",4,920.0,1164.0,1241.0,1164.0,717.0,3
9693,"['antwerp', 'regain', 'access', 'sea', 'grew', 'quickli', 'major', 'port', 'busi', 'centr', 'franc', 'promot', 'commerc', 'capit', 'pave', 'way', 'ascent', 'bourgeoisi', 'rapid', 'growth']",4,314.0,550.0,665.0,600.0,332.0,3
9701,"['move', 'montreal', 'quebec', 'citi', 'although', 'french', 'nobleman', 'joseph-genevièv', 'de', 'puisay', 'also', 'led', 'small', 'group', 'french', 'royalist', 'settl', 'land', 'north', 'york']",4,970.0,1482.0,1618.0,1552.0,956.0,3
9702,"['present', 'day', 'toronto', '242', 'influx', 'religi', 'migrant', 'franc', 'reinvigor', 'roman', 'cathol', 'church', 'canada', 'refectori', 'priest', 'move', 'coloni', 'respons', 'establish', 'number']",4,1020.0,947.0,1022.0,860.0,356.0,1
