,TextoCrudo,TextoLimpio,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción,CLASE
822,"The 'Age of Totalitarianism' included nearly all the infamous examples of genocide in modern history, headed by the Jewish Holocaust, but also comprising the mass murders and purges of the Communist world, other mass killings carried out by Nazi Germany and its allies, and also the Armenian Genocide of 1915. All these slaughters, it is argued here, had a common origin, the collapse of the elite structure and normal modes of government of much of central, eastern and southern Europe as a result of World War I, without which surely neither Communism nor Fascism would have existed except in the minds of unknown agitators and crackpots.[429]",,,,,,,,4
823,"One of the most dramatic effects of the war was the expansion of governmental powers and responsibilities in Britain, France, the United States, and the Dominions of the British Empire. To harness all the power of their societies, governments created new ministries and powers. New taxes were levied and laws enacted, all designed to bolster the war effort; many have lasted to the present. Similarly, the war strained the abilities of some formerly large and bureaucratised governments, such as in Austria-Hungary and Germany.
",,,,,,,,4
824,"Gross domestic product (GDP) increased for three Allies (Britain, Italy, and the United States), but decreased in France and Russia, in neutral Netherlands, and in the three main Central Powers. The shrinkage in GDP in Austria, Russia, France, and the Ottoman Empire ranged between 30% and 40%. In Austria, for example, most pigs were slaughtered, so at war's end there was no meat.
",,,,,,,,4
825,"In all nations, the government's share of GDP increased, surpassing 50% in both Germany and France and nearly reaching that level in Britain. To pay for purchases in the United States, Britain cashed in its extensive investments in American railroads and then began borrowing heavily from Wall Street. President Wilson was on the verge of cutting off the loans in late 1916, but allowed a great increase in US government lending to the Allies. After 1919, the US demanded repayment of these loans. The repayments were, in part, funded by German reparations that, in turn, were supported by American loans to Germany. This circular system collapsed in 1931 and some loans were never repaid. Britain still owed the United States $4.4 billion[k] of World War I debt in 1934, the last instalment was finally paid in 2015.[430]
",,,,,,,,4
826,"Macro- and micro-economic consequences devolved from the war. Families were altered by the departure of many men. With the death or absence of the primary wage earner, women were forced into the workforce in unprecedented numbers. At the same time, industry needed to replace the lost labourers sent to war. This aided the struggle for voting rights for women.[431]
",,,,,,,,4
827,"World War I further compounded the gender imbalance, adding to the phenomenon of surplus women. The deaths of nearly one million men during the war in Britain increased the gender gap by almost a million: from 670,000 to 1,700,000. The number of unmarried women seeking economic means grew dramatically. In addition, demobilisation and economic decline following the war caused high unemployment. The war increased female employment; however, the return of demobilised men displaced many from the workforce, as did the closure of many of the wartime factories.
",,,,,,,,4
828,"In Britain, rationing was finally imposed in early 1918, limited to meat, sugar, and fats (butter and margarine), but not bread. The new system worked smoothly. From 1914 to 1918, trade union membership doubled, from a little over four million to a little over eight million.
",,,,,,,,4
829,"Britain turned to her colonies for help in obtaining essential war materials whose supply from traditional sources had become difficult. Geologists such as Albert Ernest Kitson were called on to find new resources of precious minerals in the African colonies. Kitson discovered important new deposits of manganese, used in munitions production, in the Gold Coast.[432]
",,,,,,,,4
830,"Article 231 of the Treaty of Versailles (the so-called ""war guilt"" clause) stated Germany accepted responsibility for ""all the loss and damage to which the Allied and Associated Governments and their nationals have been subjected as a consequence of the war imposed upon them by the aggression of Germany and her allies.""[433] It was worded as such to lay a legal basis for reparations, and a similar clause was inserted in the treaties with Austria and Hungary. However neither of them interpreted it as an admission of war guilt.""[434] In 1921, the total reparation sum was placed at 132 billion gold marks. However, ""Allied experts knew that Germany could not pay"" this sum. The total sum was divided into three categories, with the third being ""deliberately designed to be chimerical"" and its ""primary function was to mislead public opinion ... into believing the ""total sum was being maintained.""[435] Thus, 50 billion gold marks (12.5 billion dollars) ""represented the actual Allied assessment of German capacity to pay"" and ""therefore ... represented the total German reparations"" figure that had to be paid.[435]
",,,,,,,,4
831,"This figure could be paid in cash or in kind (coal, timber, chemical dyes, etc.). In addition, some of the territory lost—via the treaty of Versailles—was credited towards the reparation figure as were other acts such as helping to restore the Library of Louvain.[436] By 1929, the Great Depression arrived, causing political chaos throughout the world.[437] In 1932 the payment of reparations was suspended by the international community, by which point Germany had paid only the equivalent of 20.598 billion gold marks in reparations.[438] With the rise of Adolf Hitler, all bonds and loans that had been issued and taken out during the 1920s and early 1930s were cancelled. David Andelman notes ""refusing to pay doesn't make an agreement null and void. The bonds, the agreement, still exist."" Thus, following the Second World War, at the London Conference in 1953, Germany agreed to resume payment on the money borrowed. On 3 October 2010, Germany made the final payment on these bonds.[l]
",,,,,,,,4
832,"The war contributed to the evolution of the wristwatch from women's jewellery to a practical everyday item, replacing the pocketwatch, which requires a free hand to operate.[443] Military funding of advancements in radio contributed to the postwar popularity of the medium.[443]
",,,,,,,,4
833,"Human prehistory, also known as pre-literary history,[1] is the period between the use of the first stone tools by hominins c. 3.3 million years ago and the invention of writing systems. The use of symbols, marks, and images appears very early among humans, but the earliest known writing systems appeared c. 5,300 years ago and it took thousands of years for writing systems to be widely adopted. In some human cultures, writing systems were not used until the nineteenth century and, in a few, not even until the present. The end of prehistory therefore came at very different dates in different places, and the term is less often used in discussing societies where prehistory ended relatively recently.
",,,,,,,,5
834,"Sumer in Mesopotamia, the Indus valley civilization, and ancient Egypt were the first civilizations to develop their own scripts and to keep historical records; this took place already during the early Bronze Age. Neighboring civilizations were the first to follow. Most other civilizations reached the end of prehistory during the Iron Age. The three-age system of division of prehistory into the Stone Age, followed by the Bronze Age and Iron Age, remains in use for much of Eurasia and North Africa, but is not generally used in those parts of the world where the working of hard metals arrived abruptly from contact with Eurasian cultures, such as Oceania, Australasia, much of Sub-Saharan Africa, and parts of the Americas. With some exceptions in pre-Columbian civilizations in the Americas, these areas did not develop complex writing systems before the arrival of Eurasians, so their prehistory reaches into relatively recent periods; for example, 1788 is usually taken as the end of the prehistory of Australia.
",,,,,,,,5
835,"The period when a culture is written about by others, but has not developed its own writing system is often known as the protohistory of the culture. By definition,[2] there are no written records from human prehistory, so dating of prehistoric materials is crucial. Clear techniques for dating were not well-developed until the nineteenth century.[3]
",,,,,,,,5
836,"This article is concerned with human prehistory, the time since behaviorally and anatomically modern humans first appeared until the beginning of recorded history. Earlier periods are also called ""prehistoric""; there are separate articles for the overall history of the Earth and the history of life before humans.
",,,,,,,,5
837,"The notion of ""prehistory"" began to surface during the Enlightenment in the work of antiquarians who used the word 'primitive' to describe societies that existed before written records.[10] The first use of the word prehistory in English, however, occurred in the Foreign Quarterly Review in 1836.[11]
",,,,,,,,5
838,"The use of the geologic time scale for pre-human time periods, and of the three-age system for human prehistory, is a system that emerged during the late nineteenth century in the work of British, German, and Scandinavian anthropologists, archeologists, and antiquarians.[9]
",,,,,,,,5
839,"The main source of information for prehistory is archaeology (a branch of anthropology), but some scholars are beginning to make more use of evidence from the natural and social sciences.[12][13][14] This view[which?] has been articulated by advocates of deep history.
",,,,,,,,5
840,"The primary researchers into human prehistory are archaeologists and physical anthropologists who use excavation, geologic and geographic surveys, and other scientific analysis to reveal and interpret the nature and behavior of pre-literate and non-literate peoples.[4] Human population geneticists and historical linguists are also providing valuable insight for these questions.[5] Cultural anthropologists help provide context for societal interactions, by which objects of human origin pass among people, allowing an analysis of any article that arises in a human prehistoric context.[5] Therefore, data about prehistory is provided by a wide variety of natural and social sciences, such as anthropology, archaeology, archaeoastronomy, comparative linguistics, biology, geology, molecular genetics, paleontology, palynology, physical anthropology, and many others.
",,,,,,,,5
841,"Human prehistory differs from history not only in terms of its chronology, but in the way it deals with the activities of archaeological cultures rather than named nations or individuals. Restricted to material processes, remains, and artifacts rather than written records, prehistory is anonymous. Because of this, reference terms that prehistorians use, such as ""Neanderthal"" or ""Iron Age"", are modern labels with definitions sometimes subject to debate.
",,,,,,,,5
842,"The concept of a ""Stone Age"" is found useful in the archaeology of most of the world, although in the archaeology of the Americas it is called by different names and begins with a Lithic stage, or sometimes Paleo-Indian. The sub-divisions described below are used for Eurasia, and not consistently across the whole area.
",,,,,,,,5
843,"""Palaeolithic"" means ""Old Stone Age"", and begins with the first use of stone tools. The Paleolithic is the earliest period of the Stone Age.
",,,,,,,,5
844,"The early part of the Palaeolithic is called the Lower Palaeolithic, which predates Homo sapiens, beginning with Homo habilis (and related species) and the earliest stone tools, dated to around 2.5 million years ago.[15] Evidence of control of fire by early humans during the Lower Palaeolithic Era is uncertain and has at best limited scholarly support. The most widely accepted claim is that H. erectus or H. ergaster made fires between 790,000 and 690,000 BP (before the present period) in a site at Bnot Ya'akov Bridge, Israel. The use of fire enabled early humans to cook food, provide warmth, and have a light source at night.
",,,,,,,,5
845,"Early Homo sapiens originated some 200,000 years ago, ushering in the Middle Palaeolithic. Anatomic changes indicating modern language capacity also arise during the Middle Palaeolithic.[16] During the Middle Palaeolithic Era, there is the first definitive evidence of human use of fire. Sites in Zambia have charred bone and wood that have been dated to 61,000 BP. The systematic burial of the dead, music, early art, and the use of increasingly sophisticated multi-part tools are highlights of the Middle Paleolithic.
",,,,,,,,5
846,"Throughout the Palaeolithic, humans generally lived as nomadic hunter-gatherers. Hunter-gatherer societies tended to be very small and egalitarian,[17] although hunter-gatherer societies with abundant resources or advanced food-storage techniques sometimes developed sedentary lifestyles with complex social structures such as chiefdoms,[18] and social stratification. Long-distance contacts may have been established, as in the case of Indigenous Australian ""highways"" known as songlines.[19]
",,,,,,,,5
847,"The Mesolithic, or Middle Stone Age (from the Greek mesos, 'middle', and lithos, 'stone'), was a period in the development of human technology between the Palaeolithic and Neolithic periods of the Stone Age.
",,,,,,,,5
848,"The Mesolithic period began at the end of the Pleistocene epoch, some 10,000 BP, and ended with the introduction of agriculture, the date of which varied by geographic region. In some areas, such as the Near East, agriculture was already underway by the end of the Pleistocene, and there the Mesolithic is short and poorly defined. In areas with limited glacial impact, the term ""Epipalaeolithic"" is sometimes preferred.
",,,,,,,,5
849,"Regions that experienced greater environmental effects as the last ice age ended have a much more evident Mesolithic era, lasting millennia. In Northern Europe, societies were able to live well on rich food supplies from the marshlands fostered by the warmer climate. Such conditions produced distinctive human behaviours that are preserved in the material record, such as the Maglemosian and Azilian cultures. These conditions also delayed the coming of the Neolithic until as late as 4000 BCE (6,000 BP) in northern Europe.
",,,,,,,,5
850,"Remains from this period are few and far between, often limited to middens. In forested areas, the first signs of deforestation have been found, although this would only begin in earnest during the Neolithic, when more space was needed for agriculture.
",,,,,,,,5
851,"The Mesolithic is characterized in most areas by small composite flint tools: microliths and microburins. Fishing tackle, stone adzes, and wooden objects, e.g. canoes and bows, have been found at some sites. These technologies first occur in Africa, associated with the Azilian cultures, before spreading to Europe through the Ibero-Maurusian culture of Northern Africa and the Kebaran culture of the Levant. However, independent discovery is not ruled out.
",,,,,,,,5
852,"""Neolithic"" means ""New Stone Age"". Although there were several species of human beings during the Paleolithic, by the Neolithic only Homo sapiens sapiens remained.[21] (Homo floresiensis may have survived right up to the very dawn of the Neolithic, about 12,200 years ago.)[22] This was a period of primitive technological and social development. It began about 10,200 BCE in some parts of the Middle East, and later in other parts of the world[23] and ended between 4,500 and 2,000 BCE. The Neolithic is a progression of behavioral and cultural characteristics and changes, including the use of wild and domestic crops and of domesticated animals.
",,,,,,,,5
853,"Early Neolithic farming was limited to a narrow range of plants, both wild and domesticated, which included einkorn wheat, millet and spelt, and the keeping of dogs, sheep, and goats. By about 6,900–6,400 BCE, it included domesticated cattle and pigs, the establishment of permanently or seasonally inhabited settlements, and the use of pottery. The Neolithic period saw the development of early villages, agriculture, animal domestication, tools, and the onset of the earliest recorded incidents of warfare.[24] The Neolithic era commenced with the beginning of farming, which produced the ""Neolithic Revolution"". It ended when metal tools became widespread (in the Copper Age or Bronze Age; or, in some geographical regions, in the Iron Age). The term Neolithic is commonly used in the Old World, as its application to cultures in the Americas and Oceania that did not fully develop metal-working technology raises problems.[specify]
",,,,,,,,5
854,"Settlements became more permanent with some having circular houses with single rooms made of mudbrick. Settlements might have a surrounding stone wall to keep domesticated animals in and protect the inhabitants from other tribes. Later settlements have rectangular mud-brick houses where the family lived together in single or multiple rooms. Burial findings suggest an ancestor cult where people preserved skulls of the dead. The Vinča culture may have created the earliest system of writing.[25] The megalithic temple complexes of Ġgantija are notable for their gigantic structures. Although some late Eurasian Neolithic societies formed complex stratified chiefdoms or even states, states evolved in Eurasia only with the rise of metallurgy, and most Neolithic societies on the whole were relatively simple and egalitarian.[26] Most clothing appears to have been made of animal skins, as indicated by finds of large numbers of bone and antler pins which are ideal for fastening leather. Wool cloth and linen might have become available during the later Neolithic,[27][28] as suggested by finds of perforated stones that (depending on size) may have served as spindle whorls or loom weights.[29][30][31]
",,,,,,,,5
855,"In Old World archaeology, the ""Chalcolithic"", ""Eneolithic"", or ""Copper Age"" refers to a transitional period where early copper metallurgy appeared alongside the widespread use of stone tools. During this period, some weapons and tools were made of copper. This period was still largely Neolithic in character. It is a phase of the Bronze Age before it was discovered that adding tin to copper formed the harder bronze. The Copper Age was originally defined as a transition between the Neolithic and the Bronze Age. However, because it is characterized by the use of metals, the Copper Age is considered a part of the Bronze Age rather than the Stone Age.
",,,,,,,,5
856,"An archaeological site in Serbia contains the oldest securely dated evidence of copper making at high temperature, from 7,500 years ago. The find in June 2010 extends the known record of copper smelting by about 800 years, and suggests that copper smelting may have been invented independently in separate parts of Asia and Europe at that time, rather than spreading from a single source.[32] The emergence of metallurgy may have occurred first in the Fertile Crescent, where it gave rise to the Bronze Age in the 4th millennium BCE (the traditional view), although finds from the Vinča culture in Europe have now been securely dated to slightly earlier than those of the Fertile Crescent. Timna Valley contains evidence of copper mining 9,000 to 7,000 years ago. The process of transition from Neolithic to Chalcolithic in the Middle East is characterized in archaeological stone tool assemblages by a decline in high quality raw material procurement and use. North Africa and the Nile Valley imported its iron technology from the Near East and followed the Near Eastern course of Bronze Age and Iron Age development. However the Iron Age and Bronze Age occurred simultaneously in much of Africa.
",,,,,,,,5
857,"The Bronze Age is the earliest period in which some civilizations have reached the end of prehistory, by introducing written records. The Bronze Age or parts thereof are thus considered to be part of prehistory only for the regions and civilizations who adopted or developed a system of keeping written records during later periods.  The invention of writing coincides in some areas with the early beginnings of the Bronze Age. Soon after the appearance of writing, people started creating texts including written accounts of events and records of administrative matters.
",,,,,,,,5
858,"The term Bronze Age refers to a period in human cultural development when the most advanced metalworking (at least in systematic and widespread use) included techniques for smelting copper and tin from naturally occurring outcroppings of ores, and then combining them to cast bronze. These naturally occurring ores typically included arsenic as a common impurity. Copper and tin ores are rare, as reflected in the fact that there were no tin bronzes in Western Asia before 3000 BCE. The Bronze Age forms part of the three-age system for prehistoric societies. In this system, it follows the Neolithic in some areas of the world.
",,,,,,,,5
859,"While copper is a common ore, deposits of tin are rare in the Old World, and often had to be traded or carried considerable distances from the few mines, stimulating the creation of extensive trading routes. In many areas as far apart as China and England, the valuable new material was used for weapons but for a long time apparently not available for agricultural tools. Much of it seems to have been hoarded by social elites, and sometimes deposited in extravagant quantities, from Chinese ritual bronzes and Indian copper hoards to European hoards of unused axe-heads.
",,,,,,,,5
860,"By the end of the Bronze Age large states, which are often called empires, had arisen in Egypt, China, Anatolia (the Hittites), and Mesopotamia, all of them literate.
",,,,,,,,5
861,"The Iron Age is not part of prehistory for all civilizations who had introduced written records during the Bronze Age. Most remaining civilizations did so during the Iron Age, often through conquest by the empires, which continued to expand during this period. For example, in most of Europe conquest by the Roman Empire means that the term Iron Age is replaced by ""Roman"", ""Gallo-Roman"", and similar terms after the conquest.
",,,,,,,,5
862,"In archaeology, the Iron Age refers to the advent of ferrous metallurgy. The adoption of iron coincided with other changes in some past cultures, often including more sophisticated agricultural practices, religious beliefs and artistic styles, which makes the archaeological Iron Age coincide with the ""Axial Age"" in the history of philosophy.  Although iron ore is common, the metalworking techniques necessary to use iron are very different from those needed for the metal used earlier, and iron was slow-spreading and for long mainly used for weapons, while bronze remained typical for tools, as well as art.
",,,,,,,,5
863,"All dates are approximate and conjectural, obtained through research in the fields of anthropology, archaeology, genetics, geology, or linguistics. They are all subject to revision due to new discoveries or improved calculations. BP stands for ""Before Present (1950)."" BCE stands for Before Common Era"".
",,,,,,,,5
864,"The Paleolithic or Palaeolithic or Palæolithic (/ˌpeɪl-, ˌpælioʊˈlɪθɪk/), also called the Old Stone Age, is a period in human prehistory distinguished by the original development of stone tools that covers c. 99% of the time period of human technological prehistory.[1] It extends from the earliest known use of stone tools by hominins c. 3.3 million years ago, to the end of the Pleistocene c. 11,650 cal BP.[2]
",,,,,,,,5
865,"The Paleolithic Age in Europe preceded the Mesolithic Age, although the date of the transition varies geographically by several thousand years. During the Paleolithic Age, hominins grouped together in small societies such as bands and subsisted by gathering plants, fishing, and hunting or scavenging wild animals.[3] The Paleolithic Age is characterized by the use of knapped stone tools, although at the time humans also used wood and bone tools. Other organic commodities were adapted for use as tools, including leather and vegetable fibers; however, due to rapid decomposition, these have not survived to any great degree.
",,,,,,,,5
866,"About 50,000 years ago a marked increase in the diversity of artifacts occurred. In Africa, bone artifacts and the first art appear in the archaeological record. The first evidence of human fishing is also noted, from artifacts in places such as Blombos cave in South Africa. Archaeologists classify artifacts of the last 50,000 years into many different categories, such as projectile points, engraving tools, knife blades, and drilling and piercing tools.
",,,,,,,,5
867,"Humankind gradually evolved from early members of the genus Homo—such as Homo habilis, who used simple stone tools—into anatomically modern humans as well as behaviourally modern humans by the Upper Paleolithic.[4] During the end of the Paleolithic Age, specifically the Middle or Upper Paleolithic Age, humans began to produce the earliest works of art and to engage in religious or spiritual behavior such as burial and ritual.[5][page needed][6][need quotation to verify] Conditions during the Paleolithic Age went through a set of glacial and interglacial periods in which the climate periodically fluctuated between warm and cool temperatures. Archaeological and genetic data suggest that the source populations of Paleolithic humans survived in sparsely-wooded areas and dispersed through areas of high primary productivity while avoiding dense forest-cover.[7]
",,,,,,,,5
868,"By c. 50,000 – c. 40,000 BP, the first humans set foot in Australia. By c. 45,000 BP, humans lived at 61°N latitude in Europe.[8] By c. 30,000 BP, Japan was reached, and by c. 27,000 BP humans were present in Siberia, above the Arctic Circle.[8] At the end of the Upper Paleolithic Age a group of humans crossed Beringia and quickly expanded throughout the Americas.[9]
",,,,,,,,5
869,"The term ""Palaeolithic"" was coined by archaeologist John Lubbock in 1865.[10] It derives from Greek: παλαιός, palaios, ""old""; and λίθος, lithos, ""stone"", meaning ""old age of the stone"" or ""Old Stone Age"".
",,,,,,,,5
870,"The Paleolithic coincides almost exactly with the Pleistocene epoch of geologic time, which lasted from 2.6 million years ago to about 12,000 years ago.[11] This epoch experienced important geographic and climatic changes that affected human societies.
",,,,,,,,5
871,"During the preceding Pliocene, continents had continued to drift from possibly as far as 250 km (160 mi) from their present locations to positions only 70 km (43 mi) from their current location. South America became linked to North America through the Isthmus of Panama, bringing a nearly complete end to South America's distinctive marsupial fauna. The formation of the isthmus had major consequences on global temperatures, because warm equatorial ocean currents were cut off, and the cold Arctic and Antarctic waters lowered temperatures in the now-isolated Atlantic Ocean.
",,,,,,,,5
872,"Most of Central America formed during the Pliocene to connect the continents of North and South America, allowing fauna from these continents to leave their native habitats and colonize new areas.[12] Africa's collision with Asia created the Mediterranean, cutting off the remnants of the Tethys Ocean. During the Pleistocene, the modern continents were essentially at their present positions; the tectonic plates on which they sit have probably moved at most 100 km (62 mi) from each other since the beginning of the period.[13]
",,,,,,,,5
873,"Climates during the Pliocene became cooler and drier, and seasonal, similar to modern climates. Ice sheets grew on Antarctica. The formation of an Arctic ice cap around 3 million years ago is signaled by an abrupt shift in oxygen isotope ratios and ice-rafted cobbles in the North Atlantic and North Pacific Ocean beds.[14] Mid-latitude glaciation probably began before the end of the epoch. The global cooling that occurred during the Pliocene may have spurred on the disappearance of forests and the spread of grasslands and savannas.[12]
The Pleistocene climate was characterized by repeated glacial cycles during which continental glaciers pushed to the 40th parallel in some places. Four major glacial events have been identified, as well as many minor intervening events. A major event is a general glacial excursion, termed a ""glacial"". Glacials are separated by ""interglacials"". During a glacial, the glacier experiences minor advances and retreats. The minor excursion is a ""stadial""; times between stadials are ""interstadials"". Each glacial advance tied up huge volumes of water in continental ice sheets 1,500–3,000 m (4,900–9,800 ft) deep, resulting in temporary sea level drops of 100 m (330 ft) or more over the entire surface of the Earth. During interglacial times, such as at present, drowned coastlines were common, mitigated by isostatic or other emergent motion of some regions.
",,,,,,,,5
874,"The effects of glaciation were global. Antarctica was ice-bound throughout the Pleistocene and the preceding Pliocene. The Andes were covered in the south by the Patagonian ice cap. There were glaciers in New Zealand and Tasmania. The now decaying glaciers of Mount Kenya, Mount Kilimanjaro, and the Ruwenzori Range in east and central Africa were larger. Glaciers existed in the mountains of Ethiopia and to the west in the Atlas mountains. In the northern hemisphere, many glaciers fused into one. The Cordilleran Ice Sheet covered the North American northwest; the Laurentide covered the east. The Fenno-Scandian ice sheet covered northern Europe, including Great Britain; the Alpine ice sheet covered the Alps. Scattered domes stretched across Siberia and the Arctic shelf. The northern seas were frozen. During the late Upper Paleolithic (Latest Pleistocene) c. 18,000 BP, the Beringia land bridge between Asia and North America was blocked by ice,[13] which may have prevented early Paleo-Indians such as the Clovis culture from directly crossing Beringia to reach the Americas.
",,,,,,,,5
875,"According to Mark Lynas (through collected data), the Pleistocene's overall climate could be characterized as a continuous El Niño with trade winds in the south Pacific weakening or heading east, warm air rising near Peru, warm water spreading from the west Pacific and the Indian Ocean to the east Pacific, and other El Niño markers.[15]
",,,,,,,,5
876,"The Paleolithic is often held to finish at the end of the ice age (the end of the Pleistocene epoch), and Earth's climate became warmer. This may have caused or contributed to the extinction of the Pleistocene megafauna, although it is also possible that the late Pleistocene extinctions were (at least in part) caused by other factors such as disease and overhunting by humans.[16][17] New research suggests that the extinction of the woolly mammoth may have been caused by the combined effect of climatic change and human hunting.[17] Scientists suggest that climate change during the end of the Pleistocene caused the mammoths' habitat to shrink in size, resulting in a drop in population. The small populations were then hunted out by Paleolithic humans.[17] The global warming that occurred during the end of the Pleistocene and the beginning of the Holocene may have made it easier for humans to reach mammoth habitats that were previously frozen and inaccessible.[17] Small populations of woolly mammoths survived on isolated Arctic islands, Saint Paul Island and Wrangel Island, until c. 3700 BP and c. 1700 BP respectively. The Wrangel Island population became extinct around the same time the island was settled by prehistoric humans.[18] There is no evidence of prehistoric human presence on Saint Paul island (though early human settlements dating as far back as 6500 BP were found on the nearby Aleutian Islands).[19]
",,,,,,,,5
877,"Nearly all of our knowledge of Paleolithic human culture and way of life comes from archaeology and ethnographic comparisons to modern hunter-gatherer cultures such as the !Kung San who live similarly to their Paleolithic predecessors.[21] The economy of a typical Paleolithic society was a hunter-gatherer economy.[22] Humans hunted wild animals for meat and gathered food, firewood, and materials for their tools, clothes, or shelters.[22]
",,,,,,,,5
878,"Human population density was very low, around only one person per square mile.[3] This was most likely due to low body fat, infanticide, women regularly engaging in intense endurance exercise,[23] late weaning of infants, and a nomadic lifestyle.[3] Like contemporary hunter-gatherers, Paleolithic humans enjoyed an abundance of leisure time unparalleled in both Neolithic farming societies and modern industrial societies.[22][24] At the end of the Paleolithic, specifically the Middle or Upper Paleolithic, humans began to produce works of art such as cave paintings, rock art and jewellery and began to engage in religious behavior such as burial and ritual.[25]
",,,,,,,,5
879,"At the beginning of the Paleolithic, hominins were found primarily in eastern Africa, east of the Great Rift Valley. Most known hominin fossils dating earlier than one million years before present are found in this area, particularly in Kenya, Tanzania, and Ethiopia.
",,,,,,,,5
880,"By c. 2,000,000 – c. 1,500,000 BP, groups of hominins began leaving Africa and settling southern Europe and Asia. Southern Caucasus was occupied by c. 1,700,000 BP, and northern China was reached by c. 1,660,000 BP. By the end of the Lower Paleolithic, members of the hominin family were living in what is now China, western Indonesia, and, in Europe, around the Mediterranean and as far north as England, France, southern Germany, and Bulgaria. Their further northward expansion may have been limited by the lack of control of fire: studies of cave settlements in Europe indicate no regular use of fire prior to c. 400,000 – c. 300,000 BP.[26]
",,,,,,,,5
881,"East Asian fossils from this period are typically placed in the genus Homo erectus. Very little fossil evidence is available at known Lower Paleolithic sites in Europe, but it is believed that hominins who inhabited these sites were likewise Homo erectus. There is no evidence of hominins in America, Australia, or almost anywhere in Oceania during this time period.
",,,,,,,,5
882,"Fates of these early colonists, and their relationships to modern humans, are still subject to debate. According to current archaeological and genetic models, there were at least two notable expansion events subsequent to peopling of Eurasia c. 2,000,000 – c. 1,500,000 BP. Around 500,000 BP a group of early humans, frequently called Homo heidelbergensis, came to Europe from Africa and eventually evolved into Homo neanderthalensis (Neanderthals). In the Middle Paleolithic, Neanderthals were present in the region now occupied by Poland.
",,,,,,,,5
883,"Both Homo erectus and Homo neanderthalensis became extinct by the end of the Paleolithic. Descended from Homo sapiens, the anatomically modern Homo sapiens sapiens emerged in eastern Africa c. 200,000 BP, left Africa around 50,000 BP, and expanded throughout the planet. Multiple hominid groups coexisted for some time in certain locations. Homo neanderthalensis were still found in parts of Eurasia c. 30,000 BP years, and engaged in an unknown degree of interbreeding with Homo sapiens sapiens. DNA studies also suggest an unknown degree of interbreeding between Homo sapiens sapiens and Homo sapiens denisova.[27]
",,,,,,,,5
884,"Hominin fossils not belonging either to Homo neanderthalensis or to Homo sapiens species, found in the Altai Mountains and Indonesia, were radiocarbon dated to c. 30,000 – c. 40,000 BP and c. 17,000 BP respectively.
",,,,,,,,5
885,"For the duration of the Paleolithic, human populations remained low, especially outside the equatorial region. The entire population of Europe between 16,000 and 11,000 BP likely averaged some 30,000 individuals, and between 40,000 and 16,000 BP, it was even lower at 4,000–6,000 individuals.[28] However, remains of thousands of butchered animals and tools made by Palaeolithic humans were found in Lapa do Picareiro (pt), a cave in Portugal, date back between 41,000 and 38,000 years ago.[29]
",,,,,,,,5
886,"Paleolithic humans made tools of stone, bone (primarily deer), and wood.[22] The early paleolithic hominins, Australopithecus, were the first users of stone tools. Excavations in Gona, Ethiopia have produced thousands of artifacts, and through radioisotopic dating and magnetostratigraphy, the sites can be firmly dated to 2.6 million years ago. Evidence shows these early hominins intentionally selected raw materials with good flaking qualities and chose appropriate sized stones for their needs to produce sharp-edged tools for cutting.[30]
",,,,,,,,5
887,"The earliest Paleolithic stone tool industry, the Oldowan, began around 2.6 million years ago.[31] It contained tools such as choppers, burins, and stitching awls. It was completely replaced around 250,000 years ago by the more complex Acheulean industry, which was first conceived by Homo ergaster around 1.8–1.65 million years ago.[32] The Acheulean implements completely vanish from the archaeological record around 100,000 years ago and were replaced by more complex Middle Paleolithic tool kits such as the Mousterian and the Aterian industries.[33]
",,,,,,,,5
888,"Lower Paleolithic humans used a variety of stone tools, including hand axes and choppers. Although they appear to have used hand axes often, there is disagreement about their use. Interpretations range from cutting and chopping tools, to digging implements, to flaking cores, to the use in traps, and as a purely ritual significance, perhaps in courting behavior. William H. Calvin has suggested that some hand axes could have served as ""killer Frisbees"" meant to be thrown at a herd of animals at a waterhole so as to stun one of them. There are no indications of hafting, and some artifacts are far too large for that. Thus, a thrown hand axe would not usually have penetrated deeply enough to cause very serious injuries. Nevertheless, it could have been an effective weapon for defense against predators. Choppers and scrapers were likely used for skinning and butchering scavenged animals and sharp-ended sticks were often obtained for digging up edible roots. Presumably, early humans used wooden spears as early as 5 million years ago to hunt small animals, much as their relatives, chimpanzees, have been observed to do in Senegal, Africa.[34] Lower Paleolithic humans constructed shelters, such as the possible wood hut at Terra Amata.
",,,,,,,,5
889,"Fire was used by the Lower Paleolithic hominins Homo erectus and Homo ergaster as early as 300,000 to 1.5 million years ago and possibly even earlier by the early Lower Paleolithic (Oldowan) hominin Homo habilis or by robust Australopithecines such as Paranthropus.[3] However, the use of fire only became common in the societies of the following Middle Stone Age and Middle Paleolithic.[2] Use of fire reduced mortality rates and provided protection against predators.[35] Early hominins may have begun to cook their food as early as the Lower Paleolithic (c. 1.9 million years ago) or at the latest in the early Middle Paleolithic (c. 250,000 years ago).[36] Some scientists have hypothesized that hominins began cooking food to defrost frozen meat, which would help ensure their survival in cold regions.[36]
",,,,,,,,5
