,Texto,Clase
9296,"['disrupt', 'royal', 'prevail', 'success', 'goal', 'vari', 'napoleon', 'constantli', 'destabil', 'bourbon']",4
9297,"['datta', '2005', 'show', 'collaps', 'militarist', 'boulang', '1880', 'napoleon', 'divorc', 'parti', 'polit', 'reviv', 'cultur', 'period', 'victorien']",4
9298,"[""barrès'"", 'le', 'déraciné', '1897', 'edmond', ""rostand'"", ""l'aiglon"", '1900', 'andré', 'de']",4
9299,"['fiction', 'napoleon', 'histor', 'intim', 'consum', 'entertain', 'attempt', 'emperor', 'nation', 'uniti', 'propon', 'detractor', 'republ', 'vehicl', 'explor']",4
9300,"['intern', 'napoleon', 'congress', 'particip', 'french', 'american', 'militari', 'french', 'politician', 'scholar', 'countri', '320', 'januari', '2012', 'mayor']",4
9301,"['napoleon', 'napoleon', 'conquer', 'countri', 'netherland', 'belgium', 'itali', 'germani', 'law', 'europ', 'dominican', 'republ', 'us', 'state', 'louisiana']",4
9302,"['325', 'memori', 'napoleon', 'poland', 'favour', 'independ', 'russia', 'legal', 'abolit', 'serfdom']",4
9303,"['napoleon', 'modern', 'germani', 'dissolv', 'holi', 'roman', 'empir', 'german', 'state', 'german', 'byproduct', 'french', 'german', 'nation', 'napoleon']",4
9304,"['louisiana', '15', 'million', 'dollar', 'presid', 'thoma', 'jefferson', 'territori', 'size', 'unit']",4
9305,"['1796', '2020', 'inclus', 'least', 'ship', 'associ', 'name', 'emperor', 'french', 'identifi', 'intang', '21st', 'centuri', 'least', 'napoleon']",4
9306,"['napoleon', 'marri', 'joséphin', 'née', 'mari', 'josèph', 'tascher', 'de', 'pageri', '1796', 'year-old', 'widow', 'husband', 'alexandr', 'de']",4
9307,"['alexandr', 'de', 'beauharnai', 'death', 'reign', 'terror', 'maximilien', 'de', 'robespierr', 'overthrown']",4
9308,"['name', 'henceforth', 'bonapart', 'sent', 'love']",4
9309,[],4
9310,"['joséphin', 'hippolyt', 'charl', ""napoleon'"", 'italian', 'campaign', '331', 'napoleon', 'learnt', 'affair', 'wrote', 'intercept', 'british', 'embarrass', 'napoleon']",4
9311,"[""napoleon'"", 'mistress', 'children', 'joséphin', 'produc', 'heir', 'possibl', 'imprison', 'reign', 'terror', 'abort', 'twenti', '334', 'napoleon', 'divorc']",4
9312,"['josephin', 'napoleon', 'show', 'heard', 'news', 'death', 'exil', 'elba', 'lock', 'day']",4
9313,"['march', '1810', 'proxi', 'marri', 'year-old', 'mari', 'louis', 'archduchess', 'austria', 'mari', 'antoinett', 'marri', 'german', 'royal', 'imperi']",4
9314,"['worst', 'form', 'tortur', 'great-aunt', 'execut', 'franc', 'napoleon', 'fought', 'campaign', 'austria']",4
9315,"['napoleon', 'mari', 'louis', 'marri', 'death', 'join', 'exil', 'elba', 'husband', 'napoleon', 'franci', 'joseph', 'charl', '1811', '1832']",4
9316,"['1814', 'reign', 'week', 'award', 'titl', 'duke', 'reichstadt', '1818', 'die', 'tuberculosi']",4
9317,"['napoleon', 'acknowledg', 'illegitim', 'son', 'charl', 'léon', '1806', '1881', 'eléonor', 'denuel', 'de', 'plaign', '336', 'alexandr', 'colonna-walewski']",4
9318,"['walewska', 'acknowledg', ""walewska'"", 'husband', 'dna', 'direct', 'descend', ""napoleon'"", 'y-chromosom', 'haplotyp']",4
9319,"['krau', '338', 'hélène', 'napoleon', 'bonapart']",4
9320,"['war', 'war', 'abbrevi', 'wwi', 'ww1', 'global', 'war', 'origin', 'europ', 'juli', '1914', 'novemb', '1918', 'contemporan', 'war']",4
9321,"['militari', 'personnel', 'million', 'european', 'war', 'deadliest', 'conflict', 'million', 'combat', 'death']",4
9322,"['17', 'million', 'death', 'worldwid', '12']",4
9323,"['june', '1914', 'gavrilo', 'bosnian', 'serb', 'yugoslav', 'nationalist', 'assassin', 'austro-hungarian', 'heir', 'archduk', 'franz', 'ferdinand', 'sarajevo', 'juli']",4
9324,"['serbia', 'juli', ""serbia'"", 'repli', 'fail', 'austrian', 'war', 'interlock', 'allianc', 'enlarg']",4
9325,"['tripl', 'entent', 'franc', 'russia', 'britain']",4
9326,[],4
9327,[],4
9328,[],4
9329,"[""germany'"", 'strategi', 'war', 'front', 'franc', 'russia', 'rapidli', 'armi', 'defeat', 'franc', 'week', 'forc', 'russia', 'mobilis', 'schlieffen']",4
9330,"['belgium', 'element', 'achiev', 'quick', 'victori', 'franc', 'refus', 'german', 'forc', 'invad']",4
9331,"['1839', 'treati', 'complianc', 'oblig', 'treati']",4
9332,[],4
9333,[],4
9334,[],4
9335,"['german', 'franc', 'halt', 'battl', 'marn', '1914', 'front', 'war', 'attrit', 'trench', '1917', 'front', 'territori', '1915', 'itali']",4
9336,"['join', 'power', '1915', 'greec', 'join', 'alli', '1917', 'war', 'balkan', 'unit']",4
9337,"['merchant', 'ship', 'german', 'submarin', 'declar']",4
9338,[],4
9339,[],4
9340,"['serbia', 'defeat', '1915', 'romania', 'join', 'alli', 'power', '1916', 'defeat', '1917', 'power', 'knock', 'war', '1918', '1917']",4
9341,"['govern', 'discont', 'cost', 'war', 'led', 'octob', 'revolut', 'soviet', 'socialist', 'republ']",4
9342,"['europ', 'transfer', 'combat', 'troop', 'front']",4
9343,[],4
9344,[],4
9345,[],4
9346,"['war', 'polit', 'cultur', 'social', 'climat', 'war', 'spark', 'revolut', 'upris', 'big', 'britain', 'franc', 'unit', 'state', 'itali']",4
9347,"['pari', 'peac', 'confer', 'german', 'peac', 'treati', 'treati', 'versail', '25', 'ultim']",4
9348,"['leagu', 'nation', 'peac', 'confer', 'prevent']",4
9349,"['war', 'septemb', '1914', 'german', 'biologist', 'philosoph', 'ernst', 'haeckel', 'fear', 'european', 'war', 'war', 'word', 'wire', 'servic']",4
9350,"['war', 'ii', '1914', '1918', 'war', 'war', 'octob', '1914', 'canadian', 'magazin', ""maclean'"", 'wrote', 'war', 'name', 'war']",4
9351,"['war', 'percept', 'then-unparallel', 'scale', 'war', 'ii', '1939', 'british', 'empir', 'historian']",4
9352,"['centuri', 'european', 'power', 'tri', 'tenuou', 'power', 'complex', 'polit', 'militari', 'allianc', 'biggest', ""britain'"", 'withdraw', 'so-cal', 'splendid']",4
9353,"['otto', 'von', 'bismarck', 'victori', '1866', 'austro-prussian', 'war', 'establish', 'prussian', 'hegemoni']",4
9354,"['reich', 'prussian', 'leadership', 'french', 'reveng']",4
9355,"['1873', 'franc', 'war', 'front', 'bismarck', 'negoti', 'leagu', 'emperor', 'german', 'dreikaiserbund', 'austria-hungari', 'russia', 'germani', ""russia'"", 'victori']",4
9356,"['balkan', 'leagu', 'dissolv', '1878', 'germani', 'austria-hungari', 'form', '1879', 'dual', 'allianc']",4
9357,"['practic', 'allianc', 'ensur', 'cooper', 'imperi', 'power', 'franc', 'attempt', 'britain', '1880', 'coloni', 'tension', 'russia', 'diplomat', 'franc']",4
9358,"['leagu', 'laps', '1887', 'reinsur', 'treati', 'secret', 'germani', 'russia', 'neutral', 'attack']",4
9359,"['1890', 'german', 'emperor', 'kaiser', 'wilhelm', 'ii', 'forc', 'bismarck', 'retir', 'persuad', 'renew', 'reinsur', 'treati', 'chancellor', 'leo']",4
9360,"['allianc', 'franco-russian', 'allianc', '1894', '1904', 'entent', 'cordial', 'britain', '1907', 'britain']",4
9361,"['conflict', 'franc', 'russia', 'possibl', 'interlock']",4
9362,[],4
9363,"['german', 'reich', 'victori', '1871', 'franco-prussian', 'war', 'led', ""germany'"", 'industri', 'admir', 'alfr', 'von', 'tirpitz', 'wilhelm', 'ii']",4
9364,"['imperi', 'german', 'navi', ""britain'"", 'royal', 'navi', 'naval', 'supremaci', 'influenc', 'us']",4
9365,"['tirpitz', 'translat', 'german', 'wilhelm', ""wilhelm'""]",4
9366,"['anglo-german', 'naval', 'arm', 'race', 'launch', 'hm', 'dreadnought', '1906', 'royal', 'navi', 'technolog', 'german', 'rival', 'lost', 'ultim']",4
9367,"['antagonis', 'britain', 'defeat', '1911', 'chancellor', 'theobald', 'von', 'bethmann-hollweg', 'acknowledg', 'defeat']",4
9368,"[""russia'"", 'recoveri', '1905', 'revolut', 'invest', 'post', '1908', 'railway', 'infrastructur', 'germani', 'austria-hungari', 'faster', 'mobilis', 'compens', 'gap']",4
9369,"['germani', 'armi', '170,000', '1913', 'franc', 'compulsori', 'militari', 'servic', 'year', 'similar']",4
9370,"['omit', 'civilian', 'infrastructur', 'militari', 'railway']",4
9371,"['octob', '1908', 'austria-hungari', 'bosnian', 'crisi', '1908', '1909', 'offici', 'annex', 'former', 'ottoman', 'territori', 'bosnia', 'herzegovina', '1878']",4
9372,"['orthodox', 'russian', 'empir', 'balkan', 'came', 'powder', 'keg', 'europ', 'italo-turkish', 'war']",4
9373,"['1912', '1913', 'balkan', 'war', 'fought', 'balkan', 'leagu', 'fractur', 'ottoman', 'empir', 'treati', 'shrank', 'ottoman', 'empir', 'independ']",4
9374,"['serbia', 'montenegro', 'greec', 'bulgaria', 'attack', 'serbia', 'greec', 'june', '1913', 'spark']",4
9375,"['destabilis', 'power', 'balkan', 'conflict', 'contain']",4
9376,"['june', '1914', 'archduk', 'franz', 'ferdinand', 'heir', 'presumpt', 'austro-hungarian', 'empir', 'bosnian', 'capit', 'sarajevo', 'group', 'assassin', 'cvjetko']",4
9377,"['čabrinović', 'trifko', 'grabež', 'vaso', 'čubrilović', 'yugoslavist', 'group', 'mlada', 'bosna', 'arm']",4
9378,"['austria-hungari', 'annex', 'ottoman', 'empir', 'yugoslavia']",4
9379,"['hour', 'ferdinand', 'return', 'sarajevo', 'hospit', 'wound', 'assassin', 'attempt', 'convoy', 'took', 'wrong', 'pistol', 'shot', 'ferdinand', 'wife']",4
9380,"['joseph', 'profoundli', 'shock', 'upset', 'reaction', 'austria', 'mild', 'indiffer', 'historian', 'zbyněk']",4
9381,"['music', 'drank', 'wine', 'nevertheless', 'polit']",4
9382,[],4
9383,"['austro-hungarian', 'anti-serb', 'riot', 'sarajevo', 'bosnian', 'croat', 'bosniak', 'bosnian', 'serb', 'serb-own', 'action', 'ethnic', 'serb', 'organis', 'sarajevo']",4
9384,"['austro-hungarian', 'bosnia', 'herzegovina', 'imprison', 'extradit', '5,500', 'serb', '2,200', 'die', 'prison']",4
9385,"['assassin', 'led', 'month', 'diplomat', 'manoeuv', 'austria-hungari', 'germani', 'russia', 'franc', 'britain', 'juli', 'crisi', 'austria-hungari', 'correctli', 'serbian']",4
9386,"['want', 'serbian', 'interfer', 'bosnia', 'juli', 'austria-hungari', 'serbia', 'juli', 'ultimatum', 'demand']",4
9387,"['serbia', 'ultimatum', 'articl', 'demand', 'austrian']",4
9388,[],4
9389,"['25', 'juli', 'russia', 'serbia', 'declar', 'mobilis', 'austria-hungari', 'juli', 'russia', 'order', 'mobilis', 'german', 'chancellor', 'bethmann-hollweg', 'wait']",4
9390,"['de', 'kriegszustand', 'statement', 'war', 'kaiser', 'wilhelm', 'ii', 'ask', 'tsar', 'nicola']",4
9391,"['commit', 'serbia', 'sent', 'franc', 'ask']",4
9392,[],4
9393,"['german', 'govern', 'issu', 'demand', 'franc', 'neutral', 'whilst', 'decid', 'deploy', 'plan', 'implement', 'deploy', 'underway', 'modifi', 'german']",4
9394,"['80', 'armi', 'aufmarsch', 'ost', 'aufmarsch', 'ii', 'ost', 'deploy', 'french', 'respond']",4
9395,"['reserv', 'germani', 'respond', 'mobilis', 'reserv']",4
9396,[],4
9397,"['1', 'august', 'wilhelm', 'order', 'helmuth', 'von', 'moltk', 'march', 'armi', 'britain', 'neutral', 'franc', 'attack', 'possibl', 'crisi']",4
9398,"['million', 'unthink', 'possibl', 'french', 'attack', 'german', 'rear', 'disastr', 'wilhelm', 'insist']",4
9399,"['year', 'french', 'indic', 'germani', 'plan', 'attack', 'franc', 'belgium', 'joseph', 'joffr', 'chief', 'staff', 'french', 'militari', '1911']",4
9400,"['preempt', 'germani', ""france'"", 'civilian', 'leadership', 'reject', 'idea', 'joffr', 'franc', 'power']",4
9401,"['3', 'august', 'declar', 'war', 'franc']",4
9402,[],4
9403,[],4
9404,"['strategi', 'power', 'suffer', 'miscommun', 'germani', 'promis', ""austria-hungary'"", 'invas', 'serbia', 'interpret', 'meant', 'test', 'deploy', 'plan', '1914']",4
9405,"['flank', 'russia', '74', 'germani', 'envis', 'austria-hungari', 'direct', 'troop', 'russia', 'germani']",4
9406,"['austria', 'invad', 'fought', 'serbian', 'armi', 'battl', 'cer', 'battl', 'kolubara', '12', 'august', 'week', 'austrian', 'attack', 'loss']",4
9407,"['hope', 'swift', 'victori', 'austria', 'sizeabl', 'forc', 'serbian', 'front', 'effort', 'russia']",4
9408,"['evacu', 'serbian', 'armi', 'autumn', '1915']",4
9409,"['war', 'german', 'order', 'battl', '80', 'armi', 'remaind', 'act', 'screen', 'forc', 'plan', 'knock', 'franc', 'war', 'redeploy']",4
9410,"['german', 'offens', 'offici', 'titl', 'aufmarsch', 'ii', 'schlieffen', 'plan', 'origin', 'creator', 'schlieffen', 'kept', 'german', 'posit', 'alsace-lorrain']",4
9411,"['german', 'right', 'sweep', 'belgium', 'encircl', 'pari', 'french', 'armi', 'swiss', 'french']",4
9412,"['successor', 'moltk', 'french', 'push', 'hard']",4
9413,[],4
9414,"['german', 'success', 'august', 'alli', 'british', 'expeditionari', 'forc', 'bef', 'french', 'casualti', 'month', '260,000', '27,000', 'august', 'battl']",4
9415,"['armi', 'command', 'freedom', 'front', 'work', '1866', '1870', '1914', 'von', 'kluck']",4
9416,"['halt', 'german', 'pari', 'battl', 'marn']",4
9417,"['1911', 'russian', 'stavka', 'french', 'attack', 'germani', '15', 'day', 'mobilis', 'unrealist', 'russian', 'armi', 'enter', 'prussia', '17']",4
9418,"['destroy', 'battl', 'tannenberg', 'august', 'russian', 'german', 're-rout', '8th', 'armi', 'franc']",4
9419,"['1914', 'german', 'troop', 'held', 'defens', 'posit', 'franc', 'control', ""france'"", 'domest', 'coalfield', 'inflict', '230,000', 'casualti', 'lost']",4
9420,"['decis', 'fail', 'achiev', 'two-front', 'war', '4', 'strateg', 'defeat', 'marn', 'crown']",4
9421,"['zealand', 'german', 'samoa', 'samoa', 'august', '1914', 'septemb', 'australian', 'naval', 'militari', 'expeditionari', 'forc', 'land', 'neu', 'pommern']",4
9422,"['german', 'cruiser', 'sm', 'emden', 'sank', 'russian', 'cruiser', 'zhemchug', 'battl', 'penang']",4
9423,"['qingdao', 'chines', 'shandong', 'peninsula', 'vienna']",4
9424,[],4
9425,[],4
9426,"['clash', 'war', 'british', 'french', 'german', 'coloni', 'forc', 'africa', 'august', 'french', 'british', 'troop', 'invad', 'german', 'togoland']",4
9427,"['africa', 'attack', 'africa', 'sporad', 'fierc', 'fight', 'war', 'german', 'coloni', 'forc']",4
9428,"['war', 'surrend', 'week', 'armistic', 'took']",4
9429,"['germani', 'attempt', 'indian', 'nation', 'pan-islam', 'instig', 'upris', 'india', 'send', 'mission', 'urg', 'afghanistan', 'join', 'war', 'power']",4
9430,"['war', 'outpour', 'loyalti', 'goodwil', 'britain', 'indian', 'polit', 'leader', 'indian', 'nation']",4
9431,"['citat', 'indian', 'armi', 'outnumb', 'british']",4
9432,[],4
9433,[],4
9434,[],4
9435,"['militari', 'tactic', 'war', 'fail', 'pace', 'technolog', 'obsolet', 'defens', 'out-of-d', 'militari', 'tactic', 'break', 'war', 'barb', 'wire']",4
9436,"['lethal', '1870', 'machin', 'gun', 'command', 'fail', 'tactic', 'breach', 'entrench', 'posit']",4
9437,"['battl', 'marn', '12', 'septemb', '1914', 'alli', 'german', 'forc', 'unsuccess', 'tri', 'outflank', 'manoeuvr', 'race', 'sea', '1914']",4
9438,"[""belgium'"", 'sea', 'coast', '15', 'german', 'choos', 'trench', 'tend', 'built', 'anglo-french']",4
9439,"['tri', 'break', 'stalem', 'scientif', 'technolog', 'april', '1915', 'battl', 'ypre', 'german', 'violat', 'hagu', 'convent', 'chlorin', 'ga']",4
9440,"['poison', 'ga', 'most-fear', 'best-rememb', 'horror', 'war', 'tank', 'britain', 'franc', 'combat']",4
9441,"['war', 'progress', 'alli', 'built', 'tank']",4
9442,"['neither', 'decis', 'year', '1915', '17', 'british', 'empir', 'franc', 'suffer', 'casualti', 'germani', 'strateg', 'tactic', 'stanc', 'strateg']",4
9443,"['februari', '1916', 'german', 'attack', 'french', 'defens', 'posit', 'battl', 'verdun', 'decemb', '1916', 'german', 'gain', 'french', 'counter-attack']",4
9444,"['battl', 'somm', 'anglo-french', 'offens', 'juli', 'novemb', '1916', 'day', 'offens', '1', 'juli', '1916', 'bloodiest', 'day', 'british']",4
9445,"['somm', 'offens', 'cost', 'british', 'armi', '420,000', 'casualti', 'french', 'suffer', '200,000']",4
9446,"['occur', 'trench', 'shell', 'shock', 'blind']",4
9447,"['wartim', 'censor', 'minimis', 'widespread', 'influenza', 'germani', 'unit', 'kingdom', 'franc', 'unit', 'state', 'paper', 'free', ""epidemic'"", 'neutral']",4
9448,"['protract', 'action', 'verdun', '1916', 'bloodlet', 'somm', 'french', 'armi', 'brink', 'collaps', 'futil', 'attempt', 'frontal', 'came', 'price']",4
9449,"['armi', 'mutini', 'failur', 'costli', 'nivel', 'offens', 'april', '1917', '110', 'concurr']",4
9450,"['captur', 'vimi', 'ridg', 'canadian', 'corp']",4
9451,"['large-scal', 'offens', 'period', 'british', 'attack', 'french', 'passchendael', 'juli', 'novemb', '1917', 'offens', 'promis', 'alli', 'bog', 'octob']",4
9452,"['year', 'trench', 'front', 'achiev', 'territori', 'thought', 'static', 'unchang', 'period', 'british', 'french', 'german', 'tactic', 'constantli', 'evolv']",4
9453,"['war', 'german', 'empir', 'cruiser', 'globe', 'attack', 'alli', 'merchant', 'ship', 'british', 'royal', 'navi', 'hunt', 'embarrass', 'inabl']",4
9454,"['posit', 'navi', 'unreli', 'sourc', 'influenc', 'sea', 'power', 'alfr', 'thayer', 'mahan']",4
9455,"['royal', 'navi', 'exampl', 'german', 'detach']",4
9456,[],4
9457,[],4
9458,[],4
9459,"['outbreak', 'hostil', 'britain', 'naval', 'blockad', 'germani', 'strategi', 'militari', 'civilian', 'blockad', 'violat', 'intern', 'law', 'codifi', 'intern']",4
9460,"['water', 'prevent', 'ship', 'enter', 'ocean', 'danger', 'neutral', 'ship', 'tactic', 'british']",4
9461,"['battl', 'jutland', 'german', 'skagerrakschlacht', 'battl', 'skagerrak', 'june', '1916', 'naval', 'battl', 'war', 'full-scal', 'clash', 'battleship', 'war']",4
9462,"['vice', 'admir', 'reinhard', 'scheer', 'fought', 'royal', ""navy'"", 'grand', 'fleet', 'led']",4
9463,"['escap', 'inflict', 'british', 'fleet', 'receiv']",4
9464,"['german', 'u-boat', 'attempt', 'america', 'britain', 'natur', 'submarin', 'meant', 'attack', 'came', 'warn', 'crew', 'merchant', 'ship', 'hope']",4
9465,"['germani', 'rule', 'sink', 'passeng', 'ship', 'rm', 'lusitania', '1915', 'germani', 'promis']",4
9466,"['movement', 'crew', 'safeti', 'lifeboat', '1917']",4
9467,[],4
9468,"['u-boat', 'threat', 'lessen', '1917', 'merchant', 'ship', 'convoy', 'escort', 'destroy', 'tactic', 'u-boat', 'find', 'lessen', 'loss', 'hydrophon']",4
9469,"['submarin', 'hope', 'success', 'convoy', 'flow', 'ship', 'wait', 'convoy', 'assembl', 'solut']",4
9470,"['war', 'aircraft', 'carrier', 'combat', 'hm', 'furiou', 'launch', 'sopwith', 'camel', 'success', 'raid', 'zeppelin', 'hangar', 'tondern', 'juli']",4
9471,"['face', 'russia', 'austria-hungari', 'spare', 'one-third', 'armi', 'attack', 'serbia', 'suffer', 'loss', 'austrian', 'serbian', 'capit', 'belgrad', 'serbian']",4
9472,"['countri', '1914', 'month', '1915', 'austria-hungari', 'militari', 'reserv', 'fight', 'itali', 'german']",4
9473,"['slovenia', 'croatia', 'bosnia', 'troop', 'austria-hungari']",4
9474,"['bulgaria', 'declar', 'war', 'serbia', '12', 'octob', '1915', 'join', 'attack', 'austro-hungarian', 'armi', ""mackensen'"", 'armi', '250,000', 'underway']",4
9475,"['sent', '600,000', 'troop', 'serbian', 'armi', 'fight', 'front', 'face', 'defeat', 'albania']",4
9476,"['battl', 'mojkovac', 'januari', '1916', 'ultim']",4
9477,"['1915', 'franco-british', 'forc', 'land', 'salonica', 'greec', 'offer', 'assist', 'pressur', 'govern', 'declar', 'war', 'power', 'pro-german', 'king']",4
9478,"['venizelo', 'alli', 'expeditionari', 'forc', 'arriv', '134', 'friction', 'king', 'greec', 'alli']",4
9479,"['negoti', 'arm', 'athen', 'alli', 'royalist']",4
9480,[],4
9481,"['macedonian', 'front', 'static', 'french', 'serbian', 'forc', 'retook', 'area', 'macedonia', 'recaptur', 'bitola', 'novemb', '1916', 'costli', 'monastir']",4
9482,"['serbian', 'french', 'troop', 'breakthrough', 'septemb', '1918', 'vardar', 'offens', 'german', 'austro-hungarian', 'troop', 'withdrawn', 'bulgarian', 'defeat', 'battl']",4
9483,"['french', 'troop', 'bulgaria', 'bulgarian', 'armi', 'collaps', 'bulgaria', 'capitul', 'day', 'septemb']",4
9484,"['macedonian', 'front', 'meant', 'budapest', 'vienna', 'alli', 'forc', 'hindenburg', 'ludendorff', 'conclud', 'strateg', 'oper', 'decidedli', 'power', 'day']",4
9485,"['ottoman', 'threaten', ""russia'"", 'caucasian', 'territori', ""britain'"", 'commun', 'india', 'suez', 'canal', 'conflict', 'progress', 'ottoman', 'empir', 'took']",4
9486,"['ethnic', 'cleans', 'indigen', 'armenian', 'greek', 'assyrian', 'christian', 'armenian', 'genocid', 'greek']",4
9487,"['british', 'french', 'oversea', 'front', 'gallipoli', '1915', 'mesopotamian', 'campaign', '1914', 'gallipoli', 'ottoman', 'empir', 'success', 'british', 'french']",4
9488,"['mesopotamia', 'defeat', 'british', 'defend', 'sieg', 'kut', 'ottoman', '1915', 'british', 'imperi']",4
9489,"['assyrian', 'tribesmen', 'ottoman', 'kurdish', 'turcoman']",4
9490,"['suez', 'canal', 'defend', 'ottoman', 'attack', '1915', '1916', 'august', 'german', 'ottoman', 'forc', 'defeat', 'battl', 'romani', 'anzac']",4
9491,"['victori', 'egyptian', 'expeditionari', 'forc', 'sinai', 'peninsula', 'push', 'ottoman', 'forc', 'battl']",4
9492,"['russian', 'armi', 'success', 'caucasu', 'campaign', 'enver', 'pasha', 'suprem', 'command', 'ottoman', 'arm', 'forc', 'ambiti', 're-conqu', 'area']",4
9493,"['offens', 'russian', 'caucasu', 'decemb', '1914', '100,000', 'troop', 'insist', 'frontal', 'attack']",4
9494,"['ottoman', 'empir', 'german', 'invad', 'modern', 'iran', 'decemb', '1914', 'effort', 'british', 'russian', 'petroleum', 'reservoir', 'baku', 'caspian']",4
9495,"['russian', 'influenc', 'ottoman', 'german', 'aid', 'kurdish', 'azeri', 'forc', 'iranian', 'tribe']",4
9496,"['campaign', '1918', 'failur', 'ottoman', 'alli']",4
9497,[],4
9498,"['yudenich', 'russian', 'command', '1915', '1916', 'drove', 'turk', 'southern', 'caucasu', 'string', 'victori', '1916', 'campaign', 'russian', 'defeat']",4
9499,"['russian', 'grand', 'duke', 'nichola', 'command', 'caucasu', 'front', 'nichola', 'plan', 'railway']",4
9500,"['pre-revolutionari', 'russian', 'tsar', 'abdic', 'februari']",4
9501,"['arab', 'revolt', 'instig', 'arab', 'bureau', 'british', 'foreign', 'offic', 'june', '1916', 'battl', 'mecca', 'led', 'sherif', 'hussein']",4
9502,"['pasha', 'ottoman', 'command', 'medina', 'resist', 'year', 'sieg', 'medina', 'surrend', 'januari']",4
9503,"['senussi', 'tribe', 'italian', 'libya', 'british', 'egypt', 'incit', 'arm', 'turk', 'wage', 'small-scal', 'guerrilla', 'war', 'alli', 'troop']",4
9504,"['itali', 'alli', 'german', 'austro-hungarian', 'empir', '1882', 'tripl', 'allianc', 'nation', 'austrian', 'territori', 'trentino', 'austrian', 'littor', 'fium']",4
9505,"['pact', 'franc', 'nullifi', 'tripl', 'allianc', '151', 'itali', 'secretli', 'franc', 'neutral']",4
9506,"['allianc', 'defens', 'austria-hungari', 'aggressor', 'austro-hungarian']",4
9507,[],4
9508,[],4
9509,"['italian', 'lost', 'terrain', 'fight', 'took', 'strategi', 'tactic', 'marshal', 'luigi', 'cadorna', 'staunch', 'propon', 'frontal', 'break', 'slovenian']",4
9510,"['trentino', 'front', 'austro-hungarian', 'took', 'terrain', 'favour', 'defend', 'strateg', 'front', 'unchang', 'austrian', 'kaiserschützen', 'standschützen', 'italian', 'alpini']",4
9511,"['counterattack', 'altopiano', 'asiago', 'verona', 'padua', '1916', 'strafexpedit', 'progress', 'defeat', 'italian']",4
9512,"['1915', 'italian', 'cadorna', 'eleven', 'offens', 'isonzo', 'front', 'isonzo', 'soča', 'triest', 'eleven', 'offens', 'itali', 'austro-hungarian', 'held']",4
9513,"['italian', 'captur', 'gorizia', 'victori', 'front', 'static', 'year', 'despit', 'italian', 'offens']",4
9514,"['power', 'launch', 'crush', 'offens', 'octob', '1917', 'spearhead', 'german', 'achiev', 'victori', 'caporetto', 'kobarid', 'italian', 'armi', 'rout']",4
9515,"['armando', 'diaz', 'order', 'armi', 'defend', 'mont', 'grappa', 'summit', 'fortifi', 'defens']",4
9516,"['suffer', 'loss', 'battl', 'caporetto', 'italian']",4
9517,[],4
9518,[],4
9519,[],4
9520,[],4
9521,[],4
9522,"['romania', 'alli', 'power', '1882', 'war', 'declar', 'neutral', 'argu', 'austria-hungari', 'declar', 'war', 'serbia', 'romania', 'oblig', 'join']",4
9523,"['entent', 'sign', 'polit', 'treati', 'militari', 'convent', 'establish', 'coordin', ""romania'"", 'particip']",4
9524,"['romania', 'action', 'august', '1916', 'romanian']",4
9525,[],4
9526,[],4
9527,"['januari', '1918', 'romanian', 'forc', 'establish', 'control', 'bessarabia', 'russian', 'armi', 'treati', 'sign', 'romanian', 'bolshevik', 'russian', 'govern']",4
9528,"['forc', 'bessarabia', 'month', 'march', '1918', 'romania', 'bessarabia', 'inhabit', 'romanian', 'territori']",4
9529,"['romania', 'offici', 'peac', 'power', 'sign', 'treati', 'bucharest', '1918', 'treati', 'romania', 'oblig', 'war', 'power', 'territori', 'concess']",4
9530,"['oil', 'concess', 'germani', 'power', 'recognis', 'sovereignti', 'romania', 'bessarabia', 'treati', 'renounc']",4
9531,"['power', 'day', 'treati', 'bucharest', 'nullifi']",4
9532,"['russian', 'plan', 'war', 'invas', 'austrian', 'galicia', 'prussia', ""russia'"", 'galicia', 'success', 'prussia', 'hindenburg', 'ludendorff', 'battl', 'tannenberg']",4
9533,"[""russia'"", 'industri', 'base', 'ineffect', 'militari', 'leadership', 'instrument', 'unfold', '1915', 'russian']",4
9534,"['captur', 'warsaw', 'forc', 'russian', 'withdraw']",4
9535,"['despit', ""russia'"", 'success', 'june', '1916', 'brusilov', 'offens', 'austrian', 'galicia', 'offens', 'undermin', 'reluct', 'russian', 'commit', 'forc']",4
9536,"[""romania'"", 'war', 'august', 'romania', 'rapidli', 'defeat', 'power', 'offens', 'unrest', 'russia']",4
9537,"['march', '1917', 'petrograd', 'culmin', 'abdic', 'tsar', 'nichola', 'ii', 'appoint', 'weak', 'provision', 'govern', 'power', 'petrograd', 'soviet']",4
9538,"[""tsar'"", 'abdic', 'vladimir', 'lenin', 'german', 'govern', 'usher', 'switzerland', 'russia', 'april', '1917', 'discont', 'weak', 'provision', 'govern']",4
9539,"['demand', 'war', 'revolut', 'novemb', 'decemb', 'armistic', 'negoti', 'germani', 'bolshevik', 'refus']",4
9540,"['3', 'march', '1918', 'treati', 'cede']",4
9541,[],4
9542,"['treati', 'brest-litovsk', 'entent', 'alli', 'power', 'led', 'small-scal', 'invas', 'russia', 'partli', 'germani', 'russian', 'white', 'red', 'russian']",4
